contexto,ordem,municipio,portal_oficial,url_informada,url_avaliada,status_validacao_browser,titulo,nota,praticas,aceitaveis,nao_aceitaveis,verificar_manual,json,pdf,erro
ouvidorias,29,Cláudia,https://www.claudia.mt.gov.br/,https://www.claudia.mt.gov.br/telefones-uteis/,https://falabr.cgu.gov.br/v2/manifestacoes/registrar,FORMULARIO_FINAL_CONFIRMADO,Fala.BR - Plataforma Integrada de Ouvidoria e Acesso à Informação,8.3,35,380,24,2,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_falabr.cgu.gov.br_010.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_falabr.cgu.gov.br_010.pdf,
ouvidorias,90,Paranaíta,https://www.paranaita.mt.gov.br/,https://www.paranaita.mt.gov.br/Secretarias/Ouvidoria-geral-do-municipio,https://falabr.cgu.gov.br/v2/manifestacoes/registrar,FORMULARIO_FINAL_CONFIRMADO,Fala.BR - Plataforma Integrada de Ouvidoria e Acesso à Informação,8.3,35,380,24,2,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_falabr.cgu.gov.br_010.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_falabr.cgu.gov.br_010.pdf,
ouvidorias,123,Sorriso,https://site.sorriso.mt.gov.br/,https://site.sorriso.mt.gov.br/servicos/item?q=41&s=ouvidoria-geral-do-municipio,https://falabr.cgu.gov.br/v2/manifestacoes/registrar,FORMULARIO_FINAL_CONFIRMADO,Fala.BR - Plataforma Integrada de Ouvidoria e Acesso à Informação,8.3,35,380,24,2,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_falabr.cgu.gov.br_010.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_falabr.cgu.gov.br_010.pdf,
ouvidorias,141,Várzea Grande,https://www.varzeagrande.mt.gov.br/,https://www.varzeagrande.mt.gov.br/ouvidoria/,https://falabr.cgu.gov.br/v2/manifestacoes/registrar,FORMULARIO_FINAL_CONFIRMADO,Fala.BR - Plataforma Integrada de Ouvidoria e Acesso à Informação,8.3,35,380,24,2,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_falabr.cgu.gov.br_010.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_falabr.cgu.gov.br_010.pdf,
ouvidorias,11,Araputanga,https://araputanga.mt.gov.br/,https://araputanga.mt.gov.br/contato,https://falabr.cgu.gov.br/publico/mt/araputanga/Manifestacao/RegistrarManifestacao,ERRO_HTTP_404,404 - File or directory not found.,6.9,13,13,4,3,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_falabr.cgu.gov.br_011.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_falabr.cgu.gov.br_011.pdf,
ouvidorias,13,Aripuanã,https://www.aripuana.mt.gov.br/#/home,https://aripuana.servicos.pentagono.info/,https://prefaripuana.ouvidoriabr.com/protocolo/novo/116,FORMULARIO_FINAL_CONFIRMADO,Ouvidoria da Prefeitura de Aripuanã,9.1,35,277,70,10,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_prefaripuana.ouvidoriabr.com_013.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_prefaripuana.ouvidoriabr.com_013.pdf,
ouvidorias,12,Arenápolis,https://www.arenapolis.mt.gov.br/,https://www.arenapolis.mt.gov.br/ouvidoria,https://www.arenapolis.mt.gov.br/ouvidoria/manifestacao,FORMULARIO_FINAL_CONFIRMADO,Ouvidoria | Manifestações | Prefeitura Municipal de Arenápolis,6.9,32,295,20,4,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_www.arenapolis.mt.gov.br_012.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_www.arenapolis.mt.gov.br_012.pdf,
ouvidorias,9,Araguaiana,https://www.araguaiana.mt.gov.br/,https://araguaiana.mt.gov.br/,https://araguaiana.mt.gov.br/ouvidoria-identificada,FORMULARIO_FINAL_CONFIRMADO,,,,,,,,,"API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly9hcmFndWFpYW5hLm10Lmdvdi5ici9vdXZpZG9yaWEtaWRlbnRpZmljYWRh"",""timestamp"":""2026-09-21T23:38:59.795Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/"
ouvidorias,14,Barra do Bugres,https://www.barradobugres.mt.gov.br/,https://www.barradobugres.mt.gov.br/,https://www.gp.srv.br/ouvidoria/barradobugres/#/portal/1/manifestacao,FORMULARIO_FINAL_CONFIRMADO,Portal Ouvidoria | PREFEITURA MUNICIPAL DE BARRA DO BUGRES,7.3,32,97,25,2,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_www.gp.srv.br_014.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_www.gp.srv.br_014.pdf,
ouvidorias,17,Boa Esperança do Norte,https://www.boaesperancadonorte.mt.gov.br/,https://www.boaesperancadonorte.mt.gov.br/ouvidoria,https://www.boaesperancadonorte.mt.gov.br/ouvidoria/nova/17/denuncia,FORMULARIO_FINAL_CONFIRMADO,Access denied | www.boaesperancadonorte.mt.gov.br used Cloudflare to restrict access | www.boaesperancadonorte.mt.gov.br | Cloudflare,8.7,17,30,28,3,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_www.boaesperancadonorte.mt.gov.br_016.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_www.boaesperancadonorte.mt.gov.br_016.pdf,
ouvidorias,18,Bom Jesus do Araguaia,https://www.bomjesusdoaraguaia.mt.gov.br/,https://gws-sistemas.com.br/ouvidoria.pm.bomjesusdoaraguaia/,https://gws-sistemas.com.br/ouvidoria.pm.bomjesusdoaraguaia/novo-protocolo,FORMULARIO_FINAL_CONFIRMADO,,,,,,,,,"API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly9nd3Mtc2lzdGVtYXMuY29tLmJyL291dmlkb3JpYS5wbS5ib21qZXN1c2RvYXJhZ3VhaWEvbm92by1wcm90b2NvbG8%3D"",""timestamp"":""2026-09-21T23:39:16.552Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/ho"
ouvidorias,16,Barão de Melgaço,https://www.baraodemelgaco.mt.gov.br/,https://www.baraodemelgaco.mt.gov.br/,https://www.baraodemelgaco.mt.gov.br/ouvidoria-identificada,FORMULARIO_FINAL_CONFIRMADO,www.BARAODEMELGAÇO.mt.gov.br - Ouvidoria Identificada,7.7,31,343,11,2,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_www.baraodemelgaco.mt.gov.br_015.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_www.baraodemelgaco.mt.gov.br_015.pdf,
ouvidorias,20,Campinápolis,https://www.campinapolis.mt.gov.br/#/home,https://www.campinapolis.mt.gov.br/,https://prefcampinapolis.ouvidoriabr.com/protocolo/novo/138,FORMULARIO_FINAL_CONFIRMADO,Ouvidoria da Prefeitura de Campinápolis,9.1,35,248,60,10,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_prefcampinapolis.ouvidoriabr.com_019.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_prefcampinapolis.ouvidoriabr.com_019.pdf,
ouvidorias,19,Brasnorte,https://www.brasnorte.mt.gov.br/,https://ouvidoria.brasnorte.mt.gov.br/,https://ouvidoria.brasnorte.mt.gov.br/Manifestacao/,FORMULARIO_FINAL_CONFIRMADO,Ouvidoria - Prefeitura de Brasnorte,7.5,33,146,69,3,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_ouvidoria.brasnorte.mt.gov.br_018.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_ouvidoria.brasnorte.mt.gov.br_018.pdf,
ouvidorias,23,Campos de Júlio,https://www.camposdejulio.mt.gov.br/,https://ouvidoria.camposdejulio.mt.gov.br/,https://ouvidoria.camposdejulio.mt.gov.br/Manifestacao/,FORMULARIO_FINAL_CONFIRMADO,Ouvidoria - Prefeitura de Campos de Júlio,7.1,34,195,39,3,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_ouvidoria.camposdejulio.mt.gov.br_022.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_ouvidoria.camposdejulio.mt.gov.br_022.pdf,
ouvidorias,21,Campo Novo do Parecis,https://novo.camponovodoparecis.mt.gov.br/,https://ouvidoria.camponovodoparecis.mt.gov.br/,https://ouvidoria.camponovodoparecis.mt.gov.br/Manifestacao/,FORMULARIO_FINAL_CONFIRMADO,Ouvidoria - Prefeitura de Campo Novo do Parecis,7.2,33,202,39,3,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_ouvidoria.camponovodoparecis.mt.gov.br_020.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_ouvidoria.camponovodoparecis.mt.gov.br_020.pdf,
ouvidorias,22,Campo Verde,https://campoverde.mt.gov.br/,https://ouvidoria.campoverde.mt.gov.br/,https://ouvidoria.campoverde.mt.gov.br/Manifestacao/,FORMULARIO_FINAL_CONFIRMADO,Ouvidoria Prefeitura Municipal de Campo Verde,7.3,34,199,38,3,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_ouvidoria.campoverde.mt.gov.br_021.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_ouvidoria.campoverde.mt.gov.br_021.pdf,
ouvidorias,25,Canarana,https://canarana.mt.gov.br/portal/,https://canarana.mt.gov.br/novoportal/ouvidoria.php,https://canarana.mt.gov.br/portal/,ERRO_TLS_CERT_DATE_INVALID,,,,,,,,,"API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly9jYW5hcmFuYS5tdC5nb3YuYnIvcG9ydGFsLw%3D%3D"",""timestamp"":""2026-09-21T23:39:45.750Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sit"
ouvidorias,27,Castanheira,https://www.castanheira.mt.gov.br/,https://www.castanheira.mt.gov.br/fale,https://www.castanheira.mt.gov.br/fale,FORMULARIO_FINAL_CONFIRMADO,Prefeitura de Castanheira,8.0,32,156,48,4,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_www.castanheira.mt.gov.br_026.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_www.castanheira.mt.gov.br_026.pdf,
ouvidorias,24,Canabrava do Norte,https://canabravadonorte.org/,https://www.canabravadonorte.org/transparencia/ouvidoria,https://www.canabravadonorte.org/transparencia/ouvidoria/cadastrar-manifestacao,FORMULARIO_FINAL_CONFIRMADO,,,,,,,,,Avaliação excedeu 45s.
ouvidorias,26,Carlinda,https://www.carlinda.mt.gov.br/adm/aplicativo.php,https://ouvidoria.carlinda.mt.gov.br/,https://ouvidoria.carlinda.mt.gov.br/Manifestacao/,FORMULARIO_FINAL_CONFIRMADO,Ouvidoria - Prefeitura de Carlinda MT,7.5,33,146,60,3,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_ouvidoria.carlinda.mt.gov.br_025.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_ouvidoria.carlinda.mt.gov.br_025.pdf,
ouvidorias,31,Colniza,https://colniza.mt.gov.br/#/home,https://colniza.mt.gov.br/,https://prefcolniza.ouvidoriabr.com/protocolo/novo/40,FORMULARIO_FINAL_CONFIRMADO,Ouvidoria da Prefeitura de Colniza,9.1,33,154,71,10,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_prefcolniza.ouvidoriabr.com_029.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_prefcolniza.ouvidoriabr.com_029.pdf,
ouvidorias,28,Chapada dos Guimarães,https://www.chapadadosguimaraes.mt.gov.br/,https://ouvidoria.chapadadosguimaraes.mt.gov.br/,https://ouvidoria.chapadadosguimaraes.mt.gov.br/Manifestacao/,FORMULARIO_FINAL_CONFIRMADO,Ouvidoria - Prefeitura de Chapada dos Guimarães,6.8,35,145,40,1,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_ouvidoria.chapadadosguimaraes.mt.gov.br_027.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_ouvidoria.chapadadosguimaraes.mt.gov.br_027.pdf,
ouvidorias,30,Cocalinho,https://www.cocalinho.mt.gov.br/,https://www.cocalinho.mt.gov.br/,https://www.cocalinho.mt.gov.br/ouvidoria-identificada,FORMULARIO_FINAL_CONFIRMADO,Ouvidoria Identificada,7.3,33,361,31,6,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_www.cocalinho.mt.gov.br_028.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_www.cocalinho.mt.gov.br_028.pdf,
ouvidorias,32,Colíder,https://www.colider.mt.gov.br/,https://ouvidoria.colider.mt.gov.br/,https://ouvidoria.colider.mt.gov.br/Manifestacao/,FORMULARIO_FINAL_CONFIRMADO,Ouvidoria - Prefeitura de Colíder,7.5,33,147,29,3,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_ouvidoria.colider.mt.gov.br_030.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_ouvidoria.colider.mt.gov.br_030.pdf,
ouvidorias,34,Confresa,https://confresa.mt.gov.br/,https://confresa.mt.gov.br/,https://confresa.mt.gov.br/ouvidoria/,FORMULARIO_FINAL_CONFIRMADO,Ouvidoria Municipal,7.1,22,59,38,5,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_confresa.mt.gov.br_032.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_confresa.mt.gov.br_032.pdf,
ouvidorias,36,Cotriguaçu,https://www.cotriguacu.mt.gov.br/,https://www.cotriguacu.mt.gov.br/portal/carta-servicos/34/,https://www.cotriguacu.mt.gov.br/portal/carta-servicos/34/,PORTAL_INTERMEDIARIO_SEM_LINK,Access denied | www.cotriguacu.mt.gov.br used Cloudflare to restrict access | www.cotriguacu.mt.gov.br | Cloudflare,8.7,17,30,28,3,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_www.cotriguacu.mt.gov.br_034.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_www.cotriguacu.mt.gov.br_034.pdf,
ouvidorias,33,Comodoro,https://www.comodoro.mt.gov.br/,https://ouvidoria.comodoro.mt.gov.br/,https://ouvidoria.comodoro.mt.gov.br/Manifestacao/,FORMULARIO_FINAL_CONFIRMADO,Ouvidoria - Prefeitura de Comodoro,7.3,34,232,70,3,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_ouvidoria.comodoro.mt.gov.br_031.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_ouvidorias_mt/2026-09-21/19-37-51/accessmonitor_ouvidoria.comodoro.mt.gov.br_031.pdf,
